customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,had_delivery_delay,had_customer_service_contact,had_complaint,inconsistency_reason
1550,66,Norte,55,51550,219.74,6,71.01,6,3,4,50.99,2,0,5,2.8,0,3,3.0,1,0,1,atraso_maior_que_tempo_entrega
1554,19,Sudeste,9,51554,606.49,5,39.05,1,2,2,46.72,1,0,8,1.8,0,3,3.1,1,0,1,atraso_maior_que_tempo_entrega
1559,41,Sudeste,80,51559,420.4,4,23.1,7,4,7,19.06,2,1,0,0.0,0,4,1.7,1,1,1,atraso_maior_que_tempo_entrega
1561,68,Sul,60,51561,445.34,4,10.14,11,2,2,35.94,3,3,4,5.8,0,5,3.1,1,1,1,atraso_maior_que_tempo_entrega
1568,28,Nordeste,114,51568,408.58,3,24.81,10,3,3,41.4,3,1,8,3.7,0,3,1.6,1,1,1,atraso_maior_que_tempo_entrega
1588,31,Centro-Oeste,69,51588,430.78,1,0.14,6,4,4,34.31,3,2,0,5.9,0,5,2.8,1,1,1,atraso_maior_que_tempo_entrega
1593,64,Centro-Oeste,42,51593,370.7,6,28.14,6,3,3,58.91,3,1,9,1.5,0,5,0.1,1,1,1,atraso_maior_que_tempo_entrega
1596,23,Sul,86,51596,535.4,4,18.02,11,2,3,48.1,2,3,6,2.5,0,6,0.1,1,1,1,atraso_maior_que_tempo_entrega
1598,50,Norte,118,51598,316.61,4,39.48,5,4,8,36.26,2,2,1,0.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1622,51,Norte,63,51622,64.87,4,83.33,9,14,1,38.01,3,1,0,9.9,1,3,7.8,1,1,1,desconto_maior_que_pedido
1631,56,Sudeste,102,51631,257.43,1,13.14,4,2,4,29.74,3,3,0,0.0,0,6,2.3,1,1,1,atraso_maior_que_tempo_entrega
1639,25,Sul,25,51639,346.06,1,30.22,1,4,4,13.34,1,1,3,2.8,0,3,2.7,1,1,1,atraso_maior_que_tempo_entrega
1643,19,Centro-Oeste,47,51643,308.64,4,22.93,4,2,3,47.16,3,3,3,3.2,0,7,2.9,1,1,1,atraso_maior_que_tempo_entrega
1644,29,Sul,1,51644,846.57,2,23.25,9,5,6,37.5,3,3,7,0.0,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
1654,21,Centro-Oeste,20,51654,364.59,2,24.54,8,3,7,25.51,3,1,6,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1659,38,Centro-Oeste,109,51659,501.54,4,43.72,10,2,2,28.64,2,2,5,3.0,0,5,2.5,1,1,1,atraso_maior_que_tempo_entrega
1667,25,Sul,74,51667,203.79,2,53.64,4,2,2,35.86,2,0,5,5.8,0,3,4.5,1,0,1,atraso_maior_que_tempo_entrega
1671,67,Sudeste,107,51671,364.16,4,77.68,8,2,3,61.51,2,2,4,3.1,0,4,2.8,1,1,1,atraso_maior_que_tempo_entrega
1692,52,Centro-Oeste,79,51692,265.26,1,12.38,8,4,4,47.96,2,2,9,1.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1694,32,Sul,55,51694,107.37,4,121.72,2,12,1,22.03,3,4,10,3.4,0,8,0.0,1,1,1,desconto_maior_que_pedido
1699,44,Nordeste,33,51699,265.59,6,37.2,10,2,2,43.48,2,4,0,5.9,0,9,3.5,1,1,1,atraso_maior_que_tempo_entrega
1715,54,Nordeste,63,51715,27.48,3,35.83,11,4,2,33.63,2,3,9,1.4,0,8,0.0,1,1,1,desconto_maior_que_pedido
1717,20,Centro-Oeste,39,51717,709.72,2,6.81,11,4,5,38.5,2,2,5,4.9,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1722,29,Nordeste,62,51722,413.37,4,1.38,7,3,3,48.81,3,2,3,2.6,0,4,3.2,1,1,1,atraso_maior_que_tempo_entrega
1730,67,Sudeste,112,51730,89.36,6,18.72,10,2,3,19.86,1,3,10,3.2,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1735,38,Norte,3,51735,126.52,1,27.55,9,2,2,43.38,2,2,4,2.4,0,4,3.5,1,1,1,atraso_maior_que_tempo_entrega
1737,19,Norte,78,51737,654.84,5,11.22,11,2,2,43.85,3,2,7,5.7,0,4,1.8,1,1,1,atraso_maior_que_tempo_entrega
1750,40,Sul,115,51750,262.62,3,8.32,3,4,6,46.55,2,1,0,0.7,0,3,2.3,1,1,1,atraso_maior_que_tempo_entrega
1757,27,Centro-Oeste,10,51757,446.45,3,12.22,1,4,4,19.24,3,2,3,1.1,0,5,2.5,1,1,1,atraso_maior_que_tempo_entrega
1763,47,Sul,115,51763,522.64,6,2.87,2,3,7,45.93,1,2,10,0.0,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1778,69,Nordeste,93,51778,110.52,2,181.97,4,5,2,56.5,3,3,2,2.3,0,5,3.7,1,1,1,desconto_maior_que_pedido
1784,26,Sul,46,51784,512.0,5,34.04,10,2,3,69.43,3,4,8,1.1,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1786,53,Sul,110,51786,1130.84,6,54.85,3,3,3,10.32,3,2,9,2.0,0,6,0.4,1,1,1,atraso_maior_que_tempo_entrega
1789,39,Nordeste,6,51789,220.55,1,25.34,1,5,5,40.3,2,1,8,0.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1791,33,Centro-Oeste,2,51791,892.36,3,31.72,11,2,3,35.06,3,1,7,3.9,0,4,1.3,1,1,1,atraso_maior_que_tempo_entrega
1802,61,Sul,34,51802,311.79,4,2.52,5,2,2,47.08,3,2,3,5.9,0,4,4.2,1,1,1,atraso_maior_que_tempo_entrega
1805,36,Centro-Oeste,58,51805,242.06,3,33.33,6,2,6,39.08,3,3,5,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1812,47,Norte,77,51812,104.16,3,94.87,7,2,2,44.98,2,0,5,4.3,0,4,4.8,1,0,1,atraso_maior_que_tempo_entrega
1814,47,Sudeste,37,51814,245.24,6,12.29,8,3,3,31.88,2,0,8,4.5,0,3,2.5,1,0,1,atraso_maior_que_tempo_entrega
1818,20,Sul,64,51818,616.05,5,12.55,4,4,4,44.19,3,0,0,3.1,0,2,6.0,1,0,1,atraso_maior_que_tempo_entrega
1819,67,Nordeste,37,51819,28.41,3,63.62,10,8,3,26.79,2,1,6,1.5,0,3,1.4,1,1,1,desconto_maior_que_pedido
1841,20,Norte,64,51841,214.06,3,29.29,10,2,4,32.05,2,3,11,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1849,34,Norte,22,51849,178.84,3,1.27,6,2,2,58.77,2,1,1,5.2,0,3,6.1,1,1,1,atraso_maior_que_tempo_entrega
1855,62,Centro-Oeste,5,51855,330.11,4,9.23,9,3,3,41.56,1,3,10,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1866,66,Sul,109,51866,448.69,1,23.87,10,2,4,33.67,2,0,6,2.0,0,4,2.5,1,0,1,atraso_maior_que_tempo_entrega
1878,51,Norte,49,51878,51.11,2,59.81,3,10,0,40.03,1,1,9,4.0,0,3,2.6,0,1,1,desconto_maior_que_pedido
1881,56,Sul,38,51881,324.18,5,1.37,3,3,4,42.46,3,2,11,1.8,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1886,53,Norte,55,51886,443.93,2,44.28,3,2,2,27.08,2,2,0,5.6,0,6,5.8,1,1,1,atraso_maior_que_tempo_entrega
1898,49,Nordeste,95,51898,259.39,1,8.78,5,2,5,56.7,3,0,0,3.9,0,4,3.7,1,0,1,atraso_maior_que_tempo_entrega
1901,34,Norte,28,51901,196.84,6,5.52,2,2,4,41.18,1,2,8,2.4,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1916,23,Norte,116,51916,284.14,5,38.98,4,4,4,49.83,2,3,11,0.7,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1919,67,Sudeste,85,51919,305.52,2,13.71,3,2,2,35.97,3,2,0,6.4,0,4,5.7,1,1,1,atraso_maior_que_tempo_entrega
1928,22,Nordeste,20,51928,560.06,5,2.76,5,2,4,16.11,1,1,2,1.0,0,4,2.9,1,1,1,atraso_maior_que_tempo_entrega
1930,58,Norte,11,51930,1396.51,6,16.52,8,3,3,62.57,3,1,7,0.4,0,4,2.1,1,1,1,atraso_maior_que_tempo_entrega
1932,45,Centro-Oeste,98,51932,191.39,1,12.9,4,7,7,59.1,3,1,2,0.3,0,4,1.5,1,1,1,atraso_maior_que_tempo_entrega
1933,20,Nordeste,44,51933,756.14,5,114.99,4,3,4,51.66,3,4,4,2.4,0,7,0.2,1,1,1,atraso_maior_que_tempo_entrega
1938,23,Sul,95,51938,372.87,5,64.61,7,3,5,52.56,1,0,8,0.5,0,2,0.0,1,0,1,atraso_maior_que_tempo_entrega
1941,68,Sul,59,51941,82.45,3,57.8,2,4,4,52.47,2,2,1,2.4,0,6,3.5,1,1,1,atraso_maior_que_tempo_entrega
1949,58,Centro-Oeste,90,51949,777.3,1,20.5,9,5,5,35.0,3,5,6,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1952,34,Sul,25,51952,397.06,2,46.37,3,4,4,33.63,3,1,8,0.5,0,5,0.1,1,1,1,atraso_maior_que_tempo_entrega
1955,60,Sul,1,51955,723.87,1,69.39,4,2,2,38.7,3,1,8,4.2,0,3,1.0,1,1,1,atraso_maior_que_tempo_entrega
1958,52,Sul,21,51958,764.43,3,4.78,3,3,4,52.18,2,0,0,6.1,0,2,5.5,1,0,1,atraso_maior_que_tempo_entrega
1959,51,Norte,92,51959,244.52,2,6.12,7,2,2,58.48,1,0,6,7.2,0,3,4.7,1,0,1,atraso_maior_que_tempo_entrega
1962,66,Sul,13,51962,162.0,5,20.57,7,2,2,58.27,1,2,4,4.9,0,4,2.6,1,1,1,atraso_maior_que_tempo_entrega
1973,56,Centro-Oeste,63,51973,419.32,3,6.0,8,3,4,43.58,2,0,3,5.5,0,3,2.6,1,0,1,atraso_maior_que_tempo_entrega
1974,41,Centro-Oeste,102,51974,578.71,5,14.87,3,2,2,46.02,1,0,5,6.5,0,2,4.1,1,0,1,atraso_maior_que_tempo_entrega
1989,28,Sul,95,51989,533.7,6,31.85,5,2,3,30.66,2,1,11,2.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1990,54,Sul,30,51990,66.57,1,21.54,4,2,4,22.62,2,1,11,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1995,29,Centro-Oeste,75,51995,245.97,2,29.13,3,5,5,47.44,2,1,7,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2000,57,Nordeste,20,52000,94.62,4,45.77,1,3,5,36.95,3,1,10,0.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
2007,68,Sudeste,84,52007,628.69,4,47.48,5,2,4,40.79,1,2,2,2.2,0,5,1.7,1,1,1,atraso_maior_que_tempo_entrega
2034,52,Centro-Oeste,45,52034,339.28,5,13.64,8,3,4,6.13,3,4,6,0.0,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2035,32,Sul,97,52035,217.15,3,22.53,8,2,6,30.65,3,3,3,0.2,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2036,53,Sudeste,68,52036,350.52,1,11.39,4,2,2,48.5,3,3,8,3.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2051,42,Nordeste,93,52051,80.39,6,16.11,4,6,6,47.56,1,2,7,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2057,25,Norte,33,52057,996.42,3,9.6,8,4,4,39.62,2,4,6,0.8,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
2062,68,Norte,111,52062,349.57,3,42.01,10,2,2,39.17,2,3,9,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
2073,60,Norte,94,52073,93.21,4,2.75,10,4,5,49.82,1,4,4,0.6,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2077,37,Centro-Oeste,27,52077,636.38,5,5.54,10,2,3,42.42,2,1,1,4.5,0,4,5.1,1,1,1,atraso_maior_que_tempo_entrega
2085,47,Nordeste,28,52085,352.41,2,17.58,6,5,5,21.67,2,3,2,0.9,0,5,0.2,1,1,1,atraso_maior_que_tempo_entrega
2095,24,Nordeste,56,52095,429.21,1,67.98,8,2,2,25.87,1,2,9,4.6,0,5,0.5,1,1,1,atraso_maior_que_tempo_entrega
2100,23,Norte,11,52100,137.54,3,20.85,10,2,3,32.97,1,0,5,4.2,0,2,3.1,1,0,1,atraso_maior_que_tempo_entrega
2108,44,Centro-Oeste,82,52108,323.03,4,15.4,9,3,3,28.96,1,2,4,3.3,0,6,2.1,1,1,1,atraso_maior_que_tempo_entrega
2131,30,Sudeste,114,52131,1248.46,5,59.49,11,4,4,65.58,3,1,10,2.7,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
2132,35,Norte,118,52132,537.47,4,0.63,9,2,4,41.58,3,0,6,1.6,0,2,2.2,1,0,1,atraso_maior_que_tempo_entrega
2134,51,Sul,30,52134,666.34,2,43.94,9,2,2,39.84,3,1,4,3.9,0,3,4.5,1,1,1,atraso_maior_que_tempo_entrega
2136,31,Centro-Oeste,116,52136,39.87,2,58.17,7,5,0,30.57,3,0,5,8.7,1,1,5.0,0,0,1,desconto_maior_que_pedido
2140,36,Sudeste,103,52140,477.73,2,22.94,8,3,3,54.52,3,0,3,0.9,0,2,3.6,1,0,1,atraso_maior_que_tempo_entrega
2155,53,Nordeste,2,52155,285.98,4,2.03,10,3,3,36.07,1,2,11,0.5,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2171,43,Nordeste,11,52171,591.83,2,23.01,6,2,2,47.96,1,2,1,3.9,0,4,5.7,1,1,1,atraso_maior_que_tempo_entrega
2196,45,Norte,45,52196,263.29,2,0.29,11,2,2,38.0,2,5,9,3.2,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
2207,69,Norte,43,52207,178.55,6,4.1,4,2,3,28.95,1,0,6,3.4,0,2,1.6,1,0,1,atraso_maior_que_tempo_entrega
2210,20,Nordeste,74,52210,278.49,6,26.36,9,2,3,49.74,1,2,2,1.0,0,4,3.6,1,1,1,atraso_maior_que_tempo_entrega
2212,30,Nordeste,88,52212,831.2,1,143.16,11,2,3,35.4,3,4,10,3.1,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2214,67,Norte,104,52214,1113.83,4,16.97,8,2,5,61.78,2,2,8,3.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2218,68,Centro-Oeste,35,52218,272.27,2,45.75,1,2,2,44.38,1,0,2,8.4,1,1,6.0,1,0,1,atraso_maior_que_tempo_entrega
2224,39,Sudeste,85,52224,19.28,1,24.08,3,3,6,27.06,3,1,6,2.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega; desconto_maior_que_pedido
2228,59,Sul,34,52228,58.08,1,10.26,3,3,3,43.88,1,1,2,6.4,0,2,4.5,1,1,1,atraso_maior_que_tempo_entrega
2236,42,Sul,68,52236,912.45,5,16.92,10,2,4,42.95,2,2,5,3.4,0,4,0.2,1,1,1,atraso_maior_que_tempo_entrega
2237,59,Nordeste,65,52237,420.19,2,25.33,7,4,4,48.75,2,2,2,3.2,0,6,2.5,1,1,1,atraso_maior_que_tempo_entrega
2239,35,Nordeste,88,52239,604.68,1,9.47,3,3,3,41.71,1,2,9,2.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2243,48,Sul,5,52243,33.29,3,41.89,2,12,3,29.92,2,0,2,8.6,1,2,6.1,1,0,1,desconto_maior_que_pedido
2244,31,Centro-Oeste,97,52244,556.18,2,25.01,9,2,5,53.27,2,2,6,0.8,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2246,68,Sul,118,52246,352.41,6,46.65,2,2,2,29.6,1,2,11,5.1,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
2265,56,Centro-Oeste,69,52265,341.99,3,6.15,5,3,5,41.34,2,1,4,4.5,0,4,0.2,1,1,1,atraso_maior_que_tempo_entrega
2330,53,Nordeste,88,52330,197.32,5,22.76,6,3,3,29.48,1,0,9,4.8,0,3,1.8,1,0,1,atraso_maior_que_tempo_entrega
2331,63,Centro-Oeste,6,52331,61.75,4,81.68,6,14,1,62.32,3,3,10,1.3,0,5,0.6,1,1,1,desconto_maior_que_pedido
2342,47,Norte,50,52342,457.36,1,34.52,1,2,3,33.89,1,1,2,2.5,0,3,4.8,1,1,1,atraso_maior_que_tempo_entrega
2345,26,Nordeste,44,52345,241.36,6,30.81,4,3,3,27.19,3,0,6,9.2,1,2,2.9,1,0,1,atraso_maior_que_tempo_entrega
2368,56,Centro-Oeste,98,52368,1265.74,6,14.08,9,3,3,43.12,1,1,1,6.7,0,4,5.2,1,1,1,atraso_maior_que_tempo_entrega
2376,39,Sudeste,77,52376,251.73,3,7.03,4,2,2,53.06,3,1,9,5.1,0,3,0.9,1,1,1,atraso_maior_que_tempo_entrega
2389,47,Norte,108,52389,400.25,5,0.08,7,3,3,48.96,2,2,1,6.1,0,4,4.0,1,1,1,atraso_maior_que_tempo_entrega
2390,34,Norte,89,52390,155.97,5,11.39,5,2,3,33.04,1,3,6,0.4,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2421,21,Norte,41,52421,655.66,5,47.57,5,2,2,31.26,3,2,9,7.3,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
2427,22,Sul,18,52427,144.01,1,12.94,6,2,2,62.52,3,2,10,4.2,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
2429,29,Norte,118,52429,877.54,5,20.54,3,2,3,59.17,1,2,7,2.8,0,5,0.7,1,1,1,atraso_maior_que_tempo_entrega
2457,31,Nordeste,95,52457,30.68,5,99.74,7,14,3,35.41,1,2,9,2.3,0,4,0.0,1,1,1,desconto_maior_que_pedido
2498,19,Sudeste,98,52498,522.78,1,4.84,9,2,2,38.94,1,1,1,7.4,0,3,6.2,1,1,1,atraso_maior_que_tempo_entrega
