customer_id,order_id,customer_age,age_group,customer_region,customer_tenure_months,tenure_group,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,had_delivery_delay,delivery_delay_ratio,freight_value,freight_exceeds_order_value,delivery_attempts,customer_service_contacts,had_customer_service_contact,resolution_time_days,complaints_count,had_complaint,repeat_purchase_30d,csat_internal_score,nps_score,nps_category
604,50604,50,45 a 54 anos,Norte,70,49 a 72 meses,839.51,3,7.81,9,10,1,1,0.1,33.86,0,1,0,0,9,3,1,0,2.9,5.4,Detrator
605,50605,64,55 a 64 anos,Nordeste,61,49 a 72 meses,981.65,2,11.46,8,8,2,1,0.25,33.33,0,3,2,1,2,4,1,0,4.4,5.4,Detrator
606,50606,48,45 a 54 anos,Sudeste,13,13 a 24 meses,522.52,5,22.67,10,4,1,1,0.25,23.65,0,3,0,0,0,2,1,1,9.2,10.0,Promotor
607,50607,38,35 a 44 anos,Sul,1,Até 12 meses,555.58,6,11.69,10,11,1,1,0.09090909090909091,41.86,0,1,0,0,10,4,1,0,1.5,0.2,Detrator
608,50608,40,35 a 44 anos,Norte,25,25 a 48 meses,140.08,3,34.02,6,9,3,1,0.3333333333333333,46.82,0,3,2,1,9,4,1,0,0.0,0.4,Detrator
609,50609,33,25 a 34 anos,Sudeste,82,Mais de 72 meses,393.87,6,88.01,3,12,4,1,0.3333333333333333,42.82,0,2,0,0,5,2,1,0,2.3,3.7,Detrator
610,50610,44,35 a 44 anos,Norte,48,25 a 48 meses,206.81,4,53.71,3,7,1,1,0.14285714285714285,33.61,0,3,3,1,11,7,1,0,0.0,2.4,Detrator
611,50611,54,45 a 54 anos,Norte,20,13 a 24 meses,496.11,6,101.13,9,11,6,1,0.5454545454545454,29.64,0,1,2,1,4,5,1,0,0.1,2.1,Detrator
612,50612,55,55 a 64 anos,Centro-Oeste,95,Mais de 72 meses,579.14,1,42.46,9,6,1,1,0.16666666666666666,30.62,0,2,2,1,8,4,1,0,2.2,7.7,Neutro
613,50613,69,65 anos ou mais,Norte,93,Mais de 72 meses,683.92,1,11.75,11,5,1,1,0.2,46.89,0,2,1,1,2,7,1,0,7.6,5.4,Detrator
614,50614,31,25 a 34 anos,Centro-Oeste,60,49 a 72 meses,366.07,6,14.83,3,3,3,1,1.0,33.67,0,2,3,1,10,6,1,0,0.0,1.3,Detrator
615,50615,54,45 a 54 anos,Sul,70,49 a 72 meses,193.66,2,145.81,7,11,2,1,0.18181818181818182,43.48,0,3,1,1,3,3,1,0,4.5,4.7,Detrator
616,50616,64,55 a 64 anos,Norte,3,Até 12 meses,1204.83,6,0.94,10,4,3,1,0.75,25.72,0,2,1,1,3,4,1,0,4.2,4.2,Detrator
617,50617,24,Até 24 anos,Sul,89,Mais de 72 meses,1235.83,6,44.18,8,12,2,1,0.16666666666666666,56.66,0,3,1,1,3,4,1,1,4.9,8.8,Neutro
618,50618,29,25 a 34 anos,Nordeste,102,Mais de 72 meses,297.68,4,55.26,7,12,2,1,0.16666666666666666,55.3,0,2,1,1,4,3,1,0,4.0,2.2,Detrator
619,50619,45,45 a 54 anos,Norte,26,25 a 48 meses,144.9,2,31.47,9,13,2,1,0.15384615384615385,30.39,0,1,1,1,11,4,1,0,0.6,5.8,Detrator
620,50620,20,Até 24 anos,Norte,6,Até 12 meses,809.01,6,30.3,3,14,3,1,0.21428571428571427,45.6,0,1,1,1,7,4,1,0,0.6,5.2,Detrator
621,50621,39,35 a 44 anos,Sudeste,62,49 a 72 meses,143.57,5,75.76,6,2,2,1,1.0,52.09,0,2,1,1,11,4,1,0,0.0,2.6,Detrator
622,50622,68,65 anos ou mais,Nordeste,81,Mais de 72 meses,319.77,2,130.87,2,12,4,1,0.3333333333333333,20.62,0,2,3,1,11,5,1,0,0.0,2.1,Detrator
623,50623,38,35 a 44 anos,Norte,32,25 a 48 meses,584.26,4,197.07,11,3,3,1,1.0,30.05,0,2,0,0,0,2,1,0,5.9,6.0,Detrator
624,50624,46,45 a 54 anos,Nordeste,95,Mais de 72 meses,203.81,6,27.65,7,5,2,1,0.4,26.61,0,2,0,0,3,4,1,0,6.0,4.9,Detrator
625,50625,37,35 a 44 anos,Nordeste,52,49 a 72 meses,409.61,3,2.29,4,9,1,1,0.1111111111111111,20.85,0,3,2,1,1,4,1,0,5.8,6.3,Detrator
626,50626,20,Até 24 anos,Centro-Oeste,80,Mais de 72 meses,445.99,4,1.42,9,6,4,1,0.6666666666666666,37.85,0,3,2,1,6,4,1,0,0.8,2.6,Detrator
628,50628,38,35 a 44 anos,Sudeste,52,49 a 72 meses,486.84,5,25.31,3,11,2,1,0.18181818181818182,51.33,0,3,2,1,0,5,1,0,5.8,5.5,Detrator
629,50629,58,55 a 64 anos,Sul,2,Até 12 meses,138.61,1,34.09,1,7,3,1,0.42857142857142855,39.34,0,3,1,1,8,6,1,0,0.2,4.1,Detrator
630,50630,50,45 a 54 anos,Norte,10,Até 12 meses,345.45,5,37.84,3,12,2,1,0.16666666666666666,32.45,0,1,2,1,3,5,1,0,3.7,6.5,Detrator
631,50631,47,45 a 54 anos,Centro-Oeste,52,49 a 72 meses,189.76,3,107.58,2,4,1,1,0.25,32.21,0,2,1,1,0,5,1,0,7.5,5.3,Detrator
632,50632,65,65 anos ou mais,Nordeste,50,49 a 72 meses,372.11,6,17.22,10,13,3,1,0.23076923076923078,51.74,0,3,3,1,2,6,1,0,2.8,2.7,Detrator
633,50633,56,55 a 64 anos,Norte,75,Mais de 72 meses,152.23,2,0.44,8,8,0,0,0.0,41.72,0,2,3,1,8,5,1,0,2.0,5.6,Detrator
634,50634,58,55 a 64 anos,Sudeste,11,Até 12 meses,71.39,4,4.12,10,10,4,1,0.4,41.94,0,2,1,1,5,4,1,0,2.4,5.2,Detrator
635,50635,26,25 a 34 anos,Sul,37,25 a 48 meses,253.83,3,17.24,2,11,1,1,0.09090909090909091,25.93,0,2,1,1,10,3,1,0,1.5,6.3,Detrator
636,50636,65,65 anos ou mais,Centro-Oeste,8,Até 12 meses,357.25,4,4.83,10,12,2,1,0.16666666666666666,41.41,0,3,3,1,11,6,1,0,0.0,1.7,Detrator
637,50637,55,55 a 64 anos,Norte,68,49 a 72 meses,384.16,1,25.68,3,2,0,0,0.0,53.81,0,1,1,1,8,3,1,0,3.8,7.8,Neutro
638,50638,40,35 a 44 anos,Norte,34,25 a 48 meses,289.92,1,33.73,10,12,3,1,0.25,26.19,0,3,1,1,0,4,1,0,5.3,4.5,Detrator
639,50639,40,35 a 44 anos,Norte,62,49 a 72 meses,298.61,2,10.01,11,7,1,1,0.14285714285714285,38.65,0,1,2,1,10,3,1,0,0.5,7.0,Neutro
640,50640,18,Até 24 anos,Norte,5,Até 12 meses,276.35,4,1.92,4,10,2,1,0.2,38.63,0,1,1,1,2,6,1,0,6.8,5.1,Detrator
641,50641,38,35 a 44 anos,Nordeste,19,13 a 24 meses,258.63,4,23.2,10,12,0,0,0.0,37.57,0,2,2,1,9,2,1,0,3.3,7.2,Neutro
642,50642,49,45 a 54 anos,Norte,78,Mais de 72 meses,829.68,3,29.03,8,13,2,1,0.15384615384615385,47.23,0,1,0,0,4,1,1,0,6.1,7.3,Neutro
643,50643,62,55 a 64 anos,Nordeste,112,Mais de 72 meses,470.04,6,72.19,2,9,1,1,0.1111111111111111,34.2,0,1,1,1,8,3,1,0,3.6,5.6,Detrator
644,50644,43,35 a 44 anos,Centro-Oeste,7,Até 12 meses,74.24,2,43.19,7,10,2,1,0.2,26.67,0,2,3,1,0,7,1,0,3.9,2.7,Detrator
645,50645,50,45 a 54 anos,Centro-Oeste,15,13 a 24 meses,512.44,3,80.42,5,3,0,0,0.0,23.19,0,2,1,1,0,3,1,1,9.1,10.0,Promotor
646,50646,26,25 a 34 anos,Norte,58,49 a 72 meses,339.9,5,29.12,6,10,2,1,0.2,32.35,0,3,3,1,11,7,1,0,0.0,3.0,Detrator
647,50647,34,25 a 34 anos,Nordeste,50,49 a 72 meses,197.48,4,44.93,2,3,1,1,0.3333333333333333,5.74,0,1,3,1,3,6,1,0,3.7,5.2,Detrator
648,50648,23,Até 24 anos,Nordeste,86,Mais de 72 meses,274.53,2,24.22,7,6,3,1,0.5,27.5,0,3,0,0,2,3,1,0,4.9,4.9,Detrator
649,50649,63,55 a 64 anos,Nordeste,16,13 a 24 meses,825.63,4,19.12,2,5,3,1,0.6,33.98,0,2,1,1,10,3,1,0,0.0,5.3,Detrator
650,50650,24,Até 24 anos,Centro-Oeste,96,Mais de 72 meses,902.94,2,5.18,8,5,4,1,0.8,51.8,0,2,2,1,3,5,1,0,1.6,2.7,Detrator
651,50651,24,Até 24 anos,Centro-Oeste,32,25 a 48 meses,479.61,3,40.16,4,5,5,1,1.0,40.34,0,2,2,1,2,6,1,0,2.4,1.8,Detrator
652,50652,54,45 a 54 anos,Sul,38,25 a 48 meses,722.01,3,20.33,4,5,2,1,0.4,43.57,0,1,1,1,4,5,1,0,3.5,3.6,Detrator
653,50653,22,Até 24 anos,Centro-Oeste,32,25 a 48 meses,382.72,5,52.5,2,4,3,1,0.75,55.87,0,1,2,1,2,4,1,0,4.0,4.9,Detrator
654,50654,50,45 a 54 anos,Sudeste,72,49 a 72 meses,188.41,1,0.97,5,10,4,1,0.4,50.42,0,3,2,1,2,4,1,0,3.8,3.9,Detrator
655,50655,67,65 anos ou mais,Norte,57,49 a 72 meses,240.42,5,33.38,4,4,1,1,0.25,53.53,0,1,2,1,8,5,1,0,1.7,4.4,Detrator
656,50656,27,25 a 34 anos,Norte,37,25 a 48 meses,413.75,1,17.77,9,6,1,1,0.16666666666666666,57.11,0,3,0,0,1,1,1,1,7.0,8.3,Neutro
657,50657,34,25 a 34 anos,Centro-Oeste,107,Mais de 72 meses,264.22,5,19.4,7,7,4,1,0.5714285714285714,43.66,0,1,3,1,2,7,1,0,1.8,0.9,Detrator
658,50658,57,55 a 64 anos,Nordeste,59,49 a 72 meses,378.62,5,23.11,11,12,2,1,0.16666666666666666,42.5,0,2,3,1,4,7,1,0,1.8,2.6,Detrator
659,50659,45,45 a 54 anos,Norte,32,25 a 48 meses,769.77,4,2.71,5,11,3,1,0.2727272727272727,56.6,0,3,4,1,1,7,1,0,1.8,0.0,Detrator
660,50660,64,55 a 64 anos,Centro-Oeste,56,49 a 72 meses,425.3,1,31.16,8,13,3,1,0.23076923076923078,32.52,0,2,1,1,7,3,1,0,3.0,1.9,Detrator
661,50661,63,55 a 64 anos,Sul,94,Mais de 72 meses,381.75,3,16.7,6,12,4,1,0.3333333333333333,27.78,0,1,4,1,2,7,1,0,1.0,6.4,Detrator
662,50662,39,35 a 44 anos,Sudeste,102,Mais de 72 meses,465.62,1,2.63,3,12,3,1,0.25,19.67,0,3,2,1,8,4,1,0,0.0,0.0,Detrator
663,50663,38,35 a 44 anos,Sudeste,101,Mais de 72 meses,351.56,3,37.01,1,11,4,1,0.36363636363636365,38.78,0,1,0,0,2,5,1,0,3.4,5.3,Detrator
664,50664,64,55 a 64 anos,Sul,3,Até 12 meses,1118.27,1,24.39,5,9,3,1,0.3333333333333333,55.7,0,3,1,1,2,3,1,0,3.6,4.4,Detrator
665,50665,49,45 a 54 anos,Centro-Oeste,116,Mais de 72 meses,626.83,3,15.11,10,9,5,1,0.5555555555555556,50.74,0,2,2,1,10,7,1,0,0.0,0.0,Detrator
666,50666,49,45 a 54 anos,Norte,50,49 a 72 meses,193.2,2,79.61,8,14,2,1,0.14285714285714285,51.27,0,2,0,0,3,2,1,0,6.1,6.3,Detrator
667,50667,68,65 anos ou mais,Centro-Oeste,90,Mais de 72 meses,1117.53,2,16.17,10,8,4,1,0.5,13.09,0,1,3,1,5,5,1,0,0.0,2.3,Detrator
668,50668,53,45 a 54 anos,Centro-Oeste,114,Mais de 72 meses,597.89,5,2.12,8,13,1,1,0.07692307692307693,40.01,0,1,1,1,5,4,1,0,3.7,4.4,Detrator
669,50669,48,45 a 54 anos,Sudeste,104,Mais de 72 meses,163.07,4,2.26,6,12,4,1,0.3333333333333333,43.48,0,2,2,1,11,4,1,0,0.0,0.0,Detrator
670,50670,23,Até 24 anos,Sul,92,Mais de 72 meses,347.47,1,67.31,4,5,1,1,0.2,54.28,0,3,0,0,3,2,1,0,6.1,5.5,Detrator
671,50671,38,35 a 44 anos,Sudeste,32,25 a 48 meses,150.8,4,10.32,11,7,2,1,0.2857142857142857,54.76,0,2,2,1,8,5,1,0,0.0,3.0,Detrator
672,50672,52,45 a 54 anos,Nordeste,106,Mais de 72 meses,542.7,1,8.22,7,5,1,1,0.2,39.87,0,2,0,0,5,2,1,0,6.0,5.8,Detrator
673,50673,31,25 a 34 anos,Sudeste,5,Até 12 meses,100.37,5,22.53,2,14,3,1,0.21428571428571427,34.02,0,2,1,1,8,4,1,0,1.3,3.1,Detrator
674,50674,40,35 a 44 anos,Centro-Oeste,71,49 a 72 meses,560.25,2,57.77,7,7,0,0,0.0,43.84,0,3,0,0,6,1,1,1,6.2,8.4,Neutro
675,50675,59,55 a 64 anos,Sul,78,Mais de 72 meses,288.59,6,59.46,7,7,4,1,0.5714285714285714,35.22,0,2,2,1,5,6,1,0,0.8,0.0,Detrator
676,50676,41,35 a 44 anos,Sul,77,Mais de 72 meses,471.91,6,67.89,5,13,0,0,0.0,42.32,0,1,2,1,3,2,1,0,6.6,6.5,Detrator
677,50677,47,45 a 54 anos,Norte,80,Mais de 72 meses,681.46,6,9.48,5,2,1,1,0.5,67.06,0,3,1,1,4,2,1,0,4.4,7.1,Neutro
678,50678,27,25 a 34 anos,Nordeste,93,Mais de 72 meses,394.47,4,107.98,10,11,2,1,0.18181818181818182,37.46,0,3,1,1,3,2,1,0,4.5,6.6,Detrator
679,50679,22,Até 24 anos,Nordeste,80,Mais de 72 meses,253.51,1,19.92,11,8,1,1,0.125,50.73,0,1,3,1,4,5,1,0,2.8,3.9,Detrator
680,50680,59,55 a 64 anos,Nordeste,78,Mais de 72 meses,306.19,2,5.94,4,8,0,0,0.0,42.73,0,1,1,1,3,3,1,1,6.5,10.0,Promotor
681,50681,47,45 a 54 anos,Centro-Oeste,104,Mais de 72 meses,361.85,5,5.75,6,7,1,1,0.14285714285714285,35.43,0,3,1,1,2,2,1,0,6.7,6.8,Detrator
682,50682,24,Até 24 anos,Norte,62,49 a 72 meses,554.48,6,12.97,7,12,0,0,0.0,68.54,0,2,2,1,8,7,1,0,2.4,5.9,Detrator
683,50683,23,Até 24 anos,Nordeste,91,Mais de 72 meses,358.56,3,3.13,9,8,1,1,0.125,40.58,0,1,0,0,11,2,1,0,2.3,6.6,Detrator
684,50684,25,25 a 34 anos,Norte,88,Mais de 72 meses,414.07,2,62.04,10,11,4,1,0.36363636363636365,44.76,0,2,2,1,9,4,1,0,0.0,1.1,Detrator
685,50685,69,65 anos ou mais,Sudeste,90,Mais de 72 meses,623.43,6,36.27,3,9,1,1,0.1111111111111111,44.58,0,1,4,1,6,8,1,0,0.4,3.9,Detrator
686,50686,43,35 a 44 anos,Nordeste,81,Mais de 72 meses,926.04,1,50.74,7,11,2,1,0.18181818181818182,32.37,0,1,1,1,1,3,1,0,6.3,3.1,Detrator
687,50687,35,35 a 44 anos,Sudeste,24,13 a 24 meses,93.9,6,27.22,10,10,3,1,0.3,34.65,0,3,3,1,8,5,1,0,0.0,3.8,Detrator
688,50688,53,45 a 54 anos,Norte,76,Mais de 72 meses,320.04,1,22.74,9,13,0,0,0.0,41.78,0,1,2,1,11,2,1,0,2.2,7.8,Neutro
689,50689,43,35 a 44 anos,Sul,75,Mais de 72 meses,193.84,4,8.65,10,11,2,1,0.18181818181818182,51.39,0,3,1,1,9,3,1,0,1.1,6.4,Detrator
690,50690,53,45 a 54 anos,Sul,29,25 a 48 meses,884.96,3,7.33,5,9,2,1,0.2222222222222222,36.56,0,1,1,1,9,2,1,0,1.4,7.4,Neutro
691,50691,58,55 a 64 anos,Sul,89,Mais de 72 meses,237.2,6,17.28,3,9,3,1,0.3333333333333333,35.43,0,1,1,1,6,4,1,0,0.7,0.0,Detrator
692,50692,21,Até 24 anos,Sudeste,4,Até 12 meses,68.73,6,39.5,11,9,2,1,0.2222222222222222,45.93,0,3,2,1,5,5,1,0,2.1,2.2,Detrator
693,50693,30,25 a 34 anos,Centro-Oeste,72,49 a 72 meses,220.09,4,27.36,5,8,3,1,0.375,44.67,0,3,0,0,2,3,1,0,5.9,5.0,Detrator
694,50694,41,35 a 44 anos,Sul,72,49 a 72 meses,466.8,6,2.57,11,4,3,1,0.75,38.84,0,3,1,1,6,4,1,0,2.7,6.4,Detrator
695,50695,48,45 a 54 anos,Centro-Oeste,29,25 a 48 meses,626.9,3,2.92,10,10,3,1,0.3,45.5,0,2,1,1,0,3,1,0,6.8,3.3,Detrator
697,50697,57,55 a 64 anos,Sudeste,47,25 a 48 meses,450.65,5,4.79,6,12,1,1,0.08333333333333333,43.3,0,3,1,1,2,4,1,1,6.2,8.0,Neutro
699,50699,51,45 a 54 anos,Nordeste,108,Mais de 72 meses,325.19,1,61.0,4,8,4,1,0.5,23.69,0,1,0,0,10,3,1,0,0.0,2.4,Detrator
700,50700,40,35 a 44 anos,Sudeste,105,Mais de 72 meses,289.45,6,52.81,9,13,1,1,0.07692307692307693,26.45,0,3,1,1,9,3,1,1,1.7,9.1,Promotor
701,50701,56,55 a 64 anos,Sudeste,89,Mais de 72 meses,651.98,4,24.9,6,5,1,1,0.2,37.44,0,3,1,1,7,3,1,0,3.0,6.8,Detrator
702,50702,64,55 a 64 anos,Nordeste,74,Mais de 72 meses,588.11,5,24.81,2,14,2,1,0.14285714285714285,20.23,0,2,2,1,7,5,1,0,1.9,6.4,Detrator
704,50704,64,55 a 64 anos,Sudeste,68,49 a 72 meses,742.9,1,55.36,7,6,0,0,0.0,37.05,0,1,2,1,9,3,1,0,4.0,5.7,Detrator
705,50705,18,Até 24 anos,Sudeste,29,25 a 48 meses,409.49,2,36.49,6,2,1,1,0.5,38.79,0,1,3,1,11,7,1,0,0.0,2.8,Detrator
707,50707,37,35 a 44 anos,Norte,61,49 a 72 meses,148.96,6,1.54,9,10,4,1,0.4,25.74,0,3,1,1,5,6,1,0,1.3,5.4,Detrator
708,50708,64,55 a 64 anos,Sudeste,38,25 a 48 meses,254.94,5,13.7,11,8,0,0,0.0,23.12,0,1,1,1,10,2,1,1,3.0,8.9,Neutro
709,50709,42,35 a 44 anos,Norte,94,Mais de 72 meses,248.06,4,123.45,1,2,1,1,0.5,38.67,0,1,2,1,1,6,1,0,5.5,3.8,Detrator
710,50710,23,Até 24 anos,Sul,60,49 a 72 meses,1011.99,1,1.29,8,14,3,1,0.21428571428571427,13.34,0,2,1,1,9,3,1,0,0.1,4.4,Detrator
711,50711,69,65 anos ou mais,Nordeste,100,Mais de 72 meses,143.09,3,8.05,7,11,2,1,0.18181818181818182,29.36,0,3,0,0,3,2,1,0,6.6,4.3,Detrator
712,50712,47,45 a 54 anos,Sul,44,25 a 48 meses,1284.29,6,2.89,3,7,3,1,0.42857142857142855,43.24,0,3,0,0,10,2,1,0,1.7,4.5,Detrator
713,50713,37,35 a 44 anos,Centro-Oeste,26,25 a 48 meses,347.56,5,9.99,6,12,4,1,0.3333333333333333,37.15,0,3,3,1,4,5,1,0,0.2,2.1,Detrator
714,50714,26,25 a 34 anos,Sudeste,51,49 a 72 meses,416.54,6,2.43,10,5,4,1,0.8,44.13,0,2,0,0,8,4,1,0,0.7,1.5,Detrator
715,50715,65,65 anos ou mais,Sul,22,13 a 24 meses,310.54,6,3.49,2,4,2,1,0.5,24.61,0,2,0,0,4,3,1,0,4.3,5.6,Detrator
716,50716,66,65 anos ou mais,Nordeste,57,49 a 72 meses,411.41,2,3.18,7,9,6,1,0.6666666666666666,33.98,0,1,0,0,7,4,1,0,0.0,2.4,Detrator
717,50717,35,35 a 44 anos,Norte,108,Mais de 72 meses,843.11,5,3.37,3,2,2,1,1.0,48.89,0,3,2,1,11,4,1,0,0.0,3.2,Detrator
719,50719,20,Até 24 anos,Centro-Oeste,34,25 a 48 meses,374.01,2,15.1,5,7,3,1,0.42857142857142855,32.15,0,2,0,0,8,3,1,0,1.7,3.8,Detrator
720,50720,53,45 a 54 anos,Sudeste,49,49 a 72 meses,657.27,1,32.18,2,8,2,1,0.25,46.55,0,2,1,1,5,3,1,0,3.3,4.1,Detrator
721,50721,23,Até 24 anos,Sudeste,14,13 a 24 meses,523.64,3,2.59,1,10,5,1,0.5,29.8,0,1,2,1,1,4,1,0,2.0,0.0,Detrator
722,50722,61,55 a 64 anos,Centro-Oeste,107,Mais de 72 meses,471.73,1,8.62,1,9,1,1,0.1111111111111111,32.81,0,2,1,1,4,4,1,1,4.6,8.6,Neutro
723,50723,55,55 a 64 anos,Centro-Oeste,86,Mais de 72 meses,154.35,4,125.36,5,9,2,1,0.2222222222222222,35.03,0,3,2,1,0,4,1,0,4.7,4.8,Detrator
724,50724,18,Até 24 anos,Norte,79,Mais de 72 meses,283.05,2,59.35,11,10,1,1,0.1,44.55,0,2,2,1,5,4,1,0,4.2,1.7,Detrator
725,50725,36,35 a 44 anos,Sudeste,110,Mais de 72 meses,641.73,1,18.47,4,8,1,1,0.125,51.01,0,3,4,1,11,6,1,0,0.0,1.6,Detrator
726,50726,55,55 a 64 anos,Norte,49,49 a 72 meses,171.35,5,20.19,9,7,2,1,0.2857142857142857,39.96,0,1,1,1,6,4,1,0,3.0,5.0,Detrator
728,50728,64,55 a 64 anos,Sul,35,25 a 48 meses,327.51,3,15.55,8,8,2,1,0.25,32.65,0,1,1,1,2,2,1,0,5.4,6.8,Detrator
729,50729,26,25 a 34 anos,Nordeste,119,Mais de 72 meses,574.11,3,28.38,5,12,3,1,0.25,31.79,0,2,0,0,11,2,1,0,0.0,5.8,Detrator
730,50730,64,55 a 64 anos,Nordeste,67,49 a 72 meses,142.52,2,138.9,5,2,1,1,0.5,31.06,0,2,1,1,0,4,1,0,7.1,3.5,Detrator
731,50731,27,25 a 34 anos,Sul,80,Mais de 72 meses,198.23,4,19.88,6,11,3,1,0.2727272727272727,62.25,0,1,1,1,2,4,1,0,5.1,0.8,Detrator
732,50732,41,35 a 44 anos,Norte,47,25 a 48 meses,170.19,4,24.71,8,12,1,1,0.08333333333333333,22.63,0,3,2,1,2,5,1,0,5.6,5.5,Detrator
733,50733,43,35 a 44 anos,Sul,30,25 a 48 meses,658.72,4,16.66,2,10,4,1,0.4,29.08,0,3,0,0,7,5,1,0,1.6,2.2,Detrator
735,50735,22,Até 24 anos,Sul,51,49 a 72 meses,117.19,3,18.67,5,9,2,1,0.2222222222222222,54.84,0,2,2,1,6,4,1,0,2.5,5.0,Detrator
736,50736,30,25 a 34 anos,Sudeste,40,25 a 48 meses,700.53,5,14.13,8,10,1,1,0.1,26.09,0,3,2,1,0,6,1,0,7.2,7.6,Neutro
737,50737,39,35 a 44 anos,Sul,16,13 a 24 meses,309.91,3,9.87,7,13,2,1,0.15384615384615385,16.17,0,1,2,1,9,4,1,0,0.9,4.4,Detrator
738,50738,51,45 a 54 anos,Norte,81,Mais de 72 meses,129.27,4,4.3,2,7,3,1,0.42857142857142855,47.36,0,3,4,1,5,8,1,0,0.0,0.7,Detrator
739,50739,42,35 a 44 anos,Norte,62,49 a 72 meses,446.26,3,50.52,1,9,3,1,0.3333333333333333,43.92,0,2,0,0,7,2,1,0,1.3,6.3,Detrator
740,50740,40,35 a 44 anos,Norte,35,25 a 48 meses,233.57,3,60.22,5,13,0,0,0.0,36.94,0,1,1,1,2,1,1,0,6.7,7.9,Neutro
741,50741,58,55 a 64 anos,Norte,43,25 a 48 meses,50.93,5,33.78,6,4,3,1,0.75,35.93,0,2,0,0,10,3,1,0,1.0,4.3,Detrator
742,50742,65,65 anos ou mais,Centro-Oeste,60,49 a 72 meses,126.73,6,55.24,3,12,4,1,0.3333333333333333,21.77,0,2,1,1,5,3,1,0,2.5,3.9,Detrator
743,50743,38,35 a 44 anos,Sudeste,66,49 a 72 meses,137.17,1,3.13,4,14,2,1,0.14285714285714285,51.69,0,3,2,1,11,7,1,0,0.0,1.2,Detrator
744,50744,20,Até 24 anos,Sul,77,Mais de 72 meses,192.85,5,48.42,9,2,1,1,0.5,44.74,0,1,2,1,11,4,1,0,0.0,3.9,Detrator
745,50745,25,25 a 34 anos,Sul,73,Mais de 72 meses,328.62,5,43.11,10,12,6,1,0.5,44.36,0,2,2,1,7,5,1,0,0.0,0.0,Detrator
746,50746,63,55 a 64 anos,Sudeste,66,49 a 72 meses,347.38,6,103.33,10,12,1,1,0.08333333333333333,37.57,0,3,2,1,0,3,1,0,7.7,7.9,Neutro
747,50747,67,65 anos ou mais,Sul,116,Mais de 72 meses,218.79,1,17.39,11,9,3,1,0.3333333333333333,35.44,0,2,3,1,0,5,1,0,4.1,3.2,Detrator
748,50748,56,55 a 64 anos,Nordeste,74,Mais de 72 meses,475.08,3,7.77,11,7,1,1,0.14285714285714285,19.23,0,2,0,0,1,2,1,0,7.3,6.8,Detrator
749,50749,68,65 anos ou mais,Sul,13,13 a 24 meses,213.38,5,3.22,11,11,1,1,0.09090909090909091,27.99,0,1,4,1,4,6,1,0,2.0,7.5,Neutro
750,50750,56,55 a 64 anos,Nordeste,34,25 a 48 meses,407.16,6,54.62,9,7,1,1,0.14285714285714285,23.3,0,3,1,1,8,3,1,0,3.4,4.7,Detrator
751,50751,39,35 a 44 anos,Sudeste,80,Mais de 72 meses,474.68,1,30.24,6,14,6,1,0.42857142857142855,21.66,0,2,1,1,10,4,1,0,0.0,0.9,Detrator
752,50752,62,55 a 64 anos,Centro-Oeste,22,13 a 24 meses,630.25,3,12.3,10,10,4,1,0.4,44.64,0,2,2,1,0,5,1,0,4.2,0.0,Detrator
753,50753,28,25 a 34 anos,Nordeste,106,Mais de 72 meses,391.87,5,30.44,2,14,2,1,0.14285714285714285,46.21,0,2,1,1,10,3,1,0,0.5,6.7,Detrator
754,50754,40,35 a 44 anos,Sul,84,Mais de 72 meses,569.84,1,39.44,3,8,2,1,0.25,26.67,0,3,1,1,0,5,1,0,6.8,3.1,Detrator
755,50755,66,65 anos ou mais,Sul,95,Mais de 72 meses,1466.72,1,40.2,7,10,2,1,0.2,21.03,0,2,3,1,0,4,1,0,4.7,7.9,Neutro
756,50756,33,25 a 34 anos,Nordeste,81,Mais de 72 meses,411.17,5,24.37,4,3,2,1,0.6666666666666666,37.36,0,1,1,1,11,5,1,0,0.1,2.0,Detrator
757,50757,69,65 anos ou mais,Sul,78,Mais de 72 meses,1471.44,4,14.66,8,7,3,1,0.42857142857142855,42.78,0,3,3,1,3,6,1,0,1.6,2.8,Detrator
758,50758,68,65 anos ou mais,Centro-Oeste,60,49 a 72 meses,247.14,3,66.17,5,13,2,1,0.15384615384615385,46.46,0,3,0,0,1,2,1,0,6.5,7.0,Neutro
759,50759,45,45 a 54 anos,Centro-Oeste,57,49 a 72 meses,635.09,5,19.89,4,11,0,0,0.0,33.25,0,1,2,1,6,6,1,0,5.4,3.7,Detrator
760,50760,52,45 a 54 anos,Sudeste,12,Até 12 meses,173.52,6,14.92,4,12,3,1,0.25,29.28,0,2,2,1,11,6,1,0,0.0,2.4,Detrator
761,50761,59,55 a 64 anos,Norte,53,49 a 72 meses,686.0,1,0.04,3,9,2,1,0.2222222222222222,40.03,0,3,2,1,5,5,1,0,3.0,4.9,Detrator
762,50762,46,45 a 54 anos,Centro-Oeste,107,Mais de 72 meses,262.36,5,17.48,3,9,4,1,0.4444444444444444,32.72,0,1,2,1,3,4,1,0,2.2,0.4,Detrator
763,50763,55,55 a 64 anos,Nordeste,52,49 a 72 meses,120.2,2,0.47,10,5,3,1,0.6,4.61,0,2,4,1,3,9,1,0,1.0,4.8,Detrator
